Year,Date submitted,Political subdivision,Resident rate,Non-Resident Rate,Code,Code type
2024,12/15/2023,Georgetown Fire Department,100,100,A0396,ALS Disposable Supplies : Endotracheal Intubation
2024,12/15/2023,Georgetown Fire Department,1200,1300,A0428,CPT
2024,12/15/2023,Georgetown Fire Department,1200,1300,A0429,CPT
2024,12/15/2023,Georgetown Fire Department,125,125,A0422,Oxygen
2024,12/15/2023,Georgetown Fire Department,1400,1500,A0426,CPT
2024,12/15/2023,Georgetown Fire Department,1400,1500,A0427,CPT
2024,12/15/2023,Georgetown Fire Department,1400,1500,A0433,CPT
2024,12/15/2023,Georgetown Fire Department,1600,1600,A0434,CPT
2024,12/15/2023,Georgetown Fire Department,23,23,A0425,CPT
2024,12/15/2023,Georgetown Fire Department,250,300,A0998,Treatment No Transport
2024,12/15/2023,Georgetown Fire Department,350,350,A0382,BLS Disposables
2024,12/15/2023,Georgetown Fire Department,450,450,A0398,ALS Disposables
2024,12/15/2023,Georgetown Fire Department,60,60,A0424,Extra Ambulance Attendant
2024,12/15/2023,Harris County ESD 46,120,120,A0422,HCPCS
2024,12/15/2023,Harris County ESD 46,150,150,A0382,HCPCS
2024,12/15/2023,Harris County ESD 46,150,150,A0398,HCPCS
2024,12/15/2023,Harris County ESD 46,2375,2375,A0429,CPT
2024,12/15/2023,Harris County ESD 46,2675,2675,A0427,CPT
2024,12/15/2023,Harris County ESD 46,2975,2975,A0433,CPT
2024,12/15/2023,Harris County ESD 46,30,30,A0425,CPT
2024,12/15/2023,Harris County ESD 46,500,500,A0998,HCPCS
2024,12/15/2023,Hidalgo County,1500,1500,A0428,CPT
2024,12/15/2023,Hidalgo County,1645,1645,A0426,CPT
2024,12/15/2023,Hidalgo County,2145,2145,A0427,CPT
2024,12/15/2023,Hidalgo County,2480,2480,A0433,CPT
2024,12/15/2023,Hidalgo County,2560,2560,A0429,CPT
2024,12/15/2023,Hidalgo County,2890,2890,A0434,CPT
2024,12/15/2023,Hidalgo County,35,35,A0425,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,1000,1000,A0433,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,125,125,A0998,HCPCS
2024,12/15/2023,Hudspeth County Emergency Services District #2,15,15,A0425,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,600,600,A0428,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,750,750,A0429,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,800,800,A0426,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,850,850,A0427,CPT
2024,12/15/2023,Hudspeth County Emergency Services District #2,900,900,A0434,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,1090,1090,A0429,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,1140,1140,A0426,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,1362,1362,A0427,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,2126,2126,A0433,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,24,24,A0425,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,3088,3088,A0434,CPT
2024,12/15/2023,Lubbock County Hospital District dba UMC EMS,965,965,A0428,CPT
2024,12/15/2023,North Runnels EMS,1050,1050,A0427,CPT
2024,12/15/2023,North Runnels EMS,1250,1250,A0433,CPT
2024,12/15/2023,North Runnels EMS,150,150,A0422,Oxygen
2024,12/15/2023,North Runnels EMS,16,16,A0425,CPT
2024,12/15/2023,North Runnels EMS,1663,1663,A0434,CPT
2024,12/15/2023,North Runnels EMS,250,250,A0382,BLS Disposables
2024,12/15/2023,North Runnels EMS,375,375,A0384,Disposable supplies: defibrillation ALS and BLS
2024,12/15/2023,North Runnels EMS,375,375,A0392,Disposable supplies: defibrillation ALS
2024,12/15/2023,North Runnels EMS,375,375,A0394,ALS Special Disposable Supplies :IV Drug Therapy
2024,12/15/2023,North Runnels EMS,375,375,A0396,ALS Disposable Supplies : Endotracheal Intubation
2024,12/15/2023,North Runnels EMS,375,375,A0398,ALS Disposables
2024,12/15/2023,North Runnels EMS,399,399,A0998,Treatment No Transport
2024,12/15/2023,North Runnels EMS,900,900,A0426,CPT
2024,12/15/2023,North Runnels EMS,900,900,A0428,CPT
2024,12/15/2023,North Runnels EMS,900,900,A0429,CPT
2024,12/15/2023,North Wheeler County Hospital District,1100,1100,A0433,CPT
2024,12/15/2023,North Wheeler County Hospital District,1200,1200,A0434,CPT
2024,12/15/2023,North Wheeler County Hospital District,15,15,A0425,CPT
2024,12/15/2023,North Wheeler County Hospital District,250,250,A0998,HCPCS
2024,12/15/2023,North Wheeler County Hospital District,650,650,A0428,CPT
2024,12/15/2023,North Wheeler County Hospital District,750,750,A0429,CPT
2024,12/15/2023,North Wheeler County Hospital District,850,850,A0426,CPT
2024,12/15/2023,North Wheeler County Hospital District,950,950,A0427,CPT
2024,12/15/2023,San Marcos Hays County EMS,1000,1000,A0428,CPT
2024,12/15/2023,San Marcos Hays County EMS,1100,1100,A0429,CPT
2024,12/15/2023,San Marcos Hays County EMS,1200,1200,A0426,CPT
2024,12/15/2023,San Marcos Hays County EMS,125,125,A0422,HCPCS
2024,12/15/2023,San Marcos Hays County EMS,1300,1300,A0427,CPT
2024,12/15/2023,San Marcos Hays County EMS,1500,1500,A0433,CPT
2024,12/15/2023,San Marcos Hays County EMS,1600,1600,A0434,CPT
2024,12/15/2023,San Marcos Hays County EMS,23,23,A0425,CPT
2024,12/15/2023,San Marcos Hays County EMS,260,260,A0998,HCPCS
2024,12/15/2023,San Marcos Hays County EMS,350,350,A0382,HCPCS
2024,12/15/2023,San Marcos Hays County EMS,400,400,A0398,HCPCS
2024,12/15/2023,Sterling Co EMS,100,100,A0998,Treatment No Transport
2024,12/15/2023,Sterling Co EMS,1400,1400,A0428,CPT
2024,12/15/2023,Sterling Co EMS,1400,1400,A0429,CPT
2024,12/15/2023,Sterling Co EMS,150,150,A0422,Oxygen
2024,12/15/2023,Sterling Co EMS,1600,1600,A0426,CPT
2024,12/15/2023,Sterling Co EMS,1600,1600,A0427,CPT
2024,12/15/2023,Sterling Co EMS,1880,1880,A0433,CPT
2024,12/15/2023,Sterling Co EMS,24,24,A0425,CPT
2024,12/15/2023,Sterling Co EMS,350,350,A0382,BLS Disposables
2024,12/15/2023,Sterling Co EMS,350,350,A0384,Disposable supplies: defibrillation ALS and BLS
2024,12/15/2023,Sterling Co EMS,350,350,A0392,Disposable supplies: defibrillation ALS
2024,12/15/2023,Sterling Co EMS,350,350,A0396,ALS Disposable Supplies : Endotracheal Intubation
2024,12/15/2023,Sterling Co EMS,400,400,A0398,ALS Disposables
2024,12/15/2023,Town of Little Elm,1045,1045,A0426,CPT
2024,12/15/2023,Town of Little Elm,1045,1045,A0427,CPT
2024,12/15/2023,Town of Little Elm,1210,1210,A0433,CPT
2024,12/15/2023,Town of Little Elm,125,125,A0422,Oxygen
2024,12/15/2023,Town of Little Elm,165,165,A0998,"Treatment, No Transport"
2024,12/15/2023,Town of Little Elm,1662.96,1662.96,A0434,CPT
2024,12/15/2023,Town of Little Elm,24,24,A0425,CPT
2024,12/15/2023,Town of Little Elm,275,275,A0382,BLS Disposables
2024,12/15/2023,Town of Little Elm,495,495,A0398,ALS Disposables
2024,12/15/2023,Town of Little Elm,935,935,A0428,CPT
2024,12/15/2023,Town of Little Elm,935,935,A0429,CPT
2024,12/15/2023,Travis County Emergency Service District #1,1000,1000,A0428,CPT
2024,12/15/2023,Travis County Emergency Service District #1,1000,1000,A0429,CPT
2024,12/15/2023,Travis County Emergency Service District #1,1400,1400,A0426,CPT
2024,12/15/2023,Travis County Emergency Service District #1,1400,1400,A0427,CPT
2024,12/15/2023,Travis County Emergency Service District #1,150,150,A0422,0xygen
2024,12/15/2023,Travis County Emergency Service District #1,1662.96,1662.96,A0434,CPT
2024,12/15/2023,Travis County Emergency Service District #1,175,175,A0998,Treatment No Transport
2024,12/15/2023,Travis County Emergency Service District #1,1800,1800,A0433,CPT
2024,12/15/2023,Travis County Emergency Service District #1,23,23,A0425,CPT
2024,12/15/2023,Travis County Emergency Service District #1,250,250,A0382,BLS Disposables
2024,12/15/2023,Travis County Emergency Service District #1,400,400,A0384,Disposable supplies: defibrillation ALS and BLS
2024,12/15/2023,Travis County Emergency Service District #1,400,400,A0392,Disposable supplies: defibrillation ALS
2024,12/15/2023,Travis County Emergency Service District #1,400,400,A0396,ALS Disposable Supplies : Endotracheal Intubation
2024,12/15/2023,Travis County Emergency Service District #1,400,400,A0398,ALS Disposables
2024,12/15/2023,Vega Fire Department & Ambulance Service,1000,1000,A0434,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,1050,1050,A0433,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,125,125,A0998,HCPCS
2024,12/15/2023,Vega Fire Department & Ambulance Service,15,15,A0425,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,600,600,A0428,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,700,700,A0426,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,750,750,A0429,CPT
2024,12/15/2023,Vega Fire Department & Ambulance Service,950,950,A0427,CPT
2024,12/15/2023,Wolfforth EMS,125,125,A0422,HCPCS
2024,12/15/2023,Wolfforth EMS,150,150,A0998,HCPCS
2024,12/15/2023,Wolfforth EMS,1600,1600,A0426,CPT
2024,12/15/2023,Wolfforth EMS,1600,1600,A0427,CPT
2024,12/15/2023,Wolfforth EMS,1600,1600,A0428,CPT
2024,12/15/2023,Wolfforth EMS,1600,1600,A0429,CPT
2024,12/15/2023,Wolfforth EMS,1800,1800,A0433,CPT
2024,12/15/2023,Wolfforth EMS,2000,2000,A0434,CPT
2024,12/15/2023,Wolfforth EMS,24,24,A0425,CPT
2024,12/15/2023,Wolfforth EMS,300,300,A0382,HCPCS
2024,12/15/2023,Wolfforth EMS,400,400,A0398,HCPCS
2024,12/18/2023,League City,1700,1700,A0429,CPT
2024,12/18/2023,League City,1800,1800,A0427,CPT
2024,12/18/2023,League City,2000,2000,A0433,CPT
2024,12/18/2023,League City,21,21,A0425,CPT
2024,12/18/2023,League City,375,375,A0998,HCPCS
2024,12/20/2023,City of Burleson,1400,1400,A0428,CPT
2024,12/20/2023,City of Burleson,1400,1400,A0429,CPT
2024,12/20/2023,City of Burleson,150,150,A0422,Oxygen (02)
2024,12/20/2023,City of Burleson,1600,1600,A0426,CPT
2024,12/20/2023,City of Burleson,1600,1600,A0427,CPT
2024,12/20/2023,City of Burleson,175,175,A0998,Treatment No Transport (TNT)
2024,12/20/2023,City of Burleson,1750,1750,A0433,CPT
2024,12/20/2023,City of Burleson,2200,2200,A0434,CPT
2024,12/20/2023,City of Burleson,24,24,A0425,CPT
2024,12/20/2023,City of Burleson,350,350,A0382,BLS Disposables
2024,12/20/2023,City of Burleson,400,400,A0398,ALS Disposables
2024,12/21/2023,Robertson County Emergency Services District,1400,1400,A0429,CPT
2024,12/21/2023,Robertson County Emergency Services District,1600,1600,A0427,CPT
2024,12/21/2023,Robertson County Emergency Services District,1750,1750,A0433,CPT
2024,12/21/2023,Robertson County Emergency Services District,2200,2200,A0434,CPT
2024,12/21/2023,Robertson County Emergency Services District,24,24,A0425,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,15,15,A0425,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,150,150,A0422,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,200,200,A0382,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,400,400,A0398,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,700,700,A0434,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,750,850,A0429,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,850,950,A0427,CPT
2024,12/21/2023,Town Of Flower Mound Ambulance,950,1050,A0433,CPT
2024,01/02/2024,"City of Marfa, Presidio County",1400,1400,A0428,CPT
2024,01/02/2024,"City of Marfa, Presidio County",1400,1400,A0429,CPT
2024,01/02/2024,"City of Marfa, Presidio County",150,150,A0422,CPT
2024,01/02/2024,"City of Marfa, Presidio County",1600,1600,A0426,CPT
2024,01/02/2024,"City of Marfa, Presidio County",1600,1600,A0427,CPT
2024,01/02/2024,"City of Marfa, Presidio County",175,175,A0998,CPT
2024,01/02/2024,"City of Marfa, Presidio County",1800,1800,A0433,CPT
2024,01/02/2024,"City of Marfa, Presidio County",2200,2200,A0434,CPT
2024,01/02/2024,"City of Marfa, Presidio County",24,24,A0425,CPT
2024,01/02/2024,"City of Marfa, Presidio County",350,350,A0382,CPT
2024,01/02/2024,"City of Marfa, Presidio County",450,450,A0398,CPT
2024,01/02/2024,Freeport Fire Department,149.6,149.6,A0422,Oxygen
2024,01/02/2024,Freeport Fire Department,1800,1800,A0426,CPT
2024,01/02/2024,Freeport Fire Department,1800,1800,A0427,CPT
2024,01/02/2024,Freeport Fire Department,1800,1800,A0428,CPT
2024,01/02/2024,Freeport Fire Department,1800,1800,A0429,CPT
2024,01/02/2024,Freeport Fire Department,1800,1800,A0433,CPT
2024,01/02/2024,Freeport Fire Department,25,25,A 0425,Mileage per Loaded Mile
2024,01/02/2024,Freeport Fire Department,250,250,A0382,BLS Disposables
2024,01/02/2024,Freeport Fire Department,400,400,A0998,TNT
2024,01/02/2024,Freeport Fire Department,450,450,A0398,ALS Disposables
2024,01/03/2024,City Of Odessa EMS,13,13,A0425,CPT
2024,01/03/2024,City Of Odessa EMS,550,650,A0428,CPT
2024,01/03/2024,City Of Odessa EMS,550,650,A0429,CPT
2024,01/03/2024,City Of Odessa EMS,750,850,A0426,CPT
2024,01/03/2024,City Of Odessa EMS,750,850,A0427,CPT
2024,01/03/2024,City Of Odessa EMS,850,950,A0433,CPT
2024,01/03/2024,City of Bellaire,0,135,A0422,Oxygen
2024,01/03/2024,City of Bellaire,0,1533,A0428,CPT
2024,01/03/2024,City of Bellaire,0,1533,A0429,CPT
2024,01/03/2024,City of Bellaire,0,1740,A0426,CPT
2024,01/03/2024,City of Bellaire,0,1740,A0427,CPT
2024,01/03/2024,City of Bellaire,0,1860,A0433,CPT
2024,01/03/2024,City of Bellaire,0,1861,A0434,CPT
2024,01/03/2024,City of Bellaire,0,190,A0998,TNT - Treatment No Transport
2024,01/03/2024,City of Bellaire,0,25,A0425,CPT
2024,01/03/2024,City of Bellaire,0,272,A0382,BLS Disposables
2024,01/03/2024,City of Bellaire,0,392,A0398,ALS Disposables
2024,01/03/2024,City of Hillsboro,105,105,A0422,HCPCS
2024,01/03/2024,City of Hillsboro,1050,1050,A0427,CPT
2024,01/03/2024,City of Hillsboro,1200,1200,A0433,CPT
2024,01/03/2024,City of Hillsboro,150,150,A0998,HCPCS
2024,01/03/2024,City of Hillsboro,1500,1500,A0434,CPT
2024,01/03/2024,City of Hillsboro,24,24,A0425,CPT
2024,01/03/2024,City of Hillsboro,250,250,A0382,HCPCS
2024,01/03/2024,City of Hillsboro,450,450,A0398,HCPCS
2024,01/03/2024,City of Hillsboro,450,450,A0428,CPT
2024,01/03/2024,City of Hillsboro,650,650,A0429,CPT
2024,01/03/2024,City of Hillsboro,950,950,A0426,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,1045,1045,A0426,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,110,110,17,Wait time
2024,01/03/2024,Galveston Area Ambulance Authority,1210,1210,A0429,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,132,132,14,Diff. situation
2024,01/03/2024,Galveston Area Ambulance Authority,1430,1430,A0427,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,1760,1760,A0433,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,20,20,M5,Milage
2024,01/03/2024,Galveston Area Ambulance Authority,230,230,126/127,Declines
2024,01/03/2024,Galveston Area Ambulance Authority,770,770,A0434,CPT
2024,01/03/2024,Galveston Area Ambulance Authority,825,825,A0428,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0426,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0427,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0428,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0429,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0433,CPT
2024,01/03/2024,Town of Westlake,1750,1750,A0434,CPT
2024,01/03/2024,Town of Westlake,200,200,A0998,HCPCS
2024,01/03/2024,Town of Westlake,24,24,A0425,CPT
2024,01/05/2024,City of Mont Belvieu,120,120,A0422,CPT
2024,01/05/2024,City of Mont Belvieu,1200,1200,A0429,CPT
2024,01/05/2024,City of Mont Belvieu,125,125,A0098,CPT
2024,01/05/2024,City of Mont Belvieu,1600,1600,A0427,CPT
2024,01/05/2024,City of Mont Belvieu,1800,1800,A0433,CPT
2024,01/05/2024,City of Mont Belvieu,23,23,A0425,CPT
2024,01/05/2024,City of Mont Belvieu,300,300,A0382,300
2024,01/05/2024,City of Mont Belvieu,400,400,A0398,CPT
2024,01/07/2024,Rockwall County EMS,1525,1525,A0428,CPT
2024,01/07/2024,Rockwall County EMS,1525,1525,A0429,CPT
2024,01/07/2024,Rockwall County EMS,1655,1655,A0426,CPT
2024,01/07/2024,Rockwall County EMS,1655,1655,A0427,CPT
2024,01/07/2024,Rockwall County EMS,2150,2150,A0433,CPT
2024,01/07/2024,Rockwall County EMS,28.5,28.5,A0425,CPT
2024,01/07/2024,Rockwall County EMS,3850,3850,A0434,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,125,125,A0422,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,1400,1400,A0428,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,1400,1400,A0429,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,150,150,A0998,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,1600,1600,A0426,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,1600,1600,A0427,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,1800,1800,A0433,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,24,24,A0425,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,350,350,A0382,CPT
2024,01/08/2024,COUNTY OF CHAMBERS,450,450,A0398,CPT
2024,01/08/2024,City of Atlanta,120,120,A0422,CPT
2024,01/08/2024,City of Atlanta,1400,1400,A0428,CPT
2024,01/08/2024,City of Atlanta,1400,1400,A0429,CPT
2024,01/08/2024,City of Atlanta,150,150,A0998,CPT
2024,01/08/2024,City of Atlanta,1600,1600,A0426,CPT
2024,01/08/2024,City of Atlanta,1600,1600,A0427,CPT
2024,01/08/2024,City of Atlanta,1800,1800,A0433,CPT
2024,01/08/2024,City of Atlanta,2100,2100,A0434,CPT
2024,01/08/2024,City of Atlanta,23,23,A0425,CPT
2024,01/08/2024,City of Atlanta,250,250,A0382,CPT
2024,01/08/2024,City of Atlanta,400,400,A0398,CPT
2024,01/08/2024,City of La Marque,119,119,A0422,CPT
2024,01/08/2024,City of La Marque,1450,1450,A0428,CPT
2024,01/08/2024,City of La Marque,1450,1450,A0429,CPT
2024,01/08/2024,City of La Marque,1600,1600,A0426,CPT
2024,01/08/2024,City of La Marque,1600,1600,A0427,CPT
2024,01/08/2024,City of La Marque,1800,1800,A0433,CPT
2024,01/08/2024,City of La Marque,200,200,A0382,CPT
2024,01/08/2024,City of La Marque,24,24,A0425,CPT
2024,01/08/2024,City of La Marque,250,250,A0998,CPT
2024,01/08/2024,City of La Marque,400,400,A0398,CPT
2024,01/08/2024,City of Stinnett,1051.2,1051.2,A0428,CPT
2024,01/08/2024,City of Stinnett,120,120,A0422,O2-
2024,01/08/2024,City of Stinnett,1239,1239,A0429,CPT
2024,01/08/2024,City of Stinnett,125,125,A098,TNT
2024,01/08/2024,City of Stinnett,1685.8,1685.8,A0433,CPT
2024,01/08/2024,City of Stinnett,1685.8,1685.8,A0434,CPT
2024,01/08/2024,City of Stinnett,23,23,A0425,CPT
2024,01/08/2024,City of Stinnett,250,250,A0382,BLS Disp
2024,01/08/2024,City of Stinnett,350,350,A0398,ALS Disp.
2024,01/08/2024,Desert Haven EMS,125,125,A0422,CPT
2024,01/08/2024,Desert Haven EMS,1400,1400,A0428,CPT
2024,01/08/2024,Desert Haven EMS,1400,1400,A0429,CPT
2024,01/08/2024,Desert Haven EMS,150,150,A0998,CPT
2024,01/08/2024,Desert Haven EMS,1700,1700,A0426,CPT
2024,01/08/2024,Desert Haven EMS,1700,1700,A0427,CPT
2024,01/08/2024,Desert Haven EMS,1885,1885,A0433,CPT
2024,01/08/2024,Desert Haven EMS,2035,2035,A0434,CPT
2024,01/08/2024,Desert Haven EMS,23,23,A0425,CPT
2024,01/08/2024,Desert Haven EMS,250,250,A0382,CPT
2024,01/08/2024,Desert Haven EMS,350,350,A0398,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",1300,1300,A0428,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",1300,1300,A0429,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",150,150,A0422,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",1500,1500,A0426,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",1500,1500,A0427,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",175,175,A0998,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",1800,1800,A0433,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",24,24,A0425,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",350,350,A0382,CPT
2024,01/08/2024,"Hamshire Voluntary Fire Department, INC",450,450,A0398,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,125,125,A0422,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,15,15,A0425,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,175,175,A0998,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,1800,1800,A0426,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,1800,1800,A0427,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,1800,1800,A0428,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,1800,1800,A0429,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,1800,1800,A0433,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,250,250,A0382,CPT
2024,01/08/2024,Santa Fe Fire & Rescue Inc,450,450,A0398,CPT
2024,01/08/2024,West Coke County EMS,125,125,A0422,CPT
2024,01/08/2024,West Coke County EMS,16,16,A0425,CPT
2024,01/08/2024,West Coke County EMS,250,250,A0382,CPT
2024,01/08/2024,West Coke County EMS,900,900,A0428,CPT
2024,01/08/2024,West Coke County EMS,900,900,A0429,CPT
2024,01/09/2024,County of Erath,1100.97,1100.97,A0428,CPT
2024,01/09/2024,County of Erath,119,119,A0422,HCPCS
2024,01/09/2024,County of Erath,1194.97,1194.97,A0429,CPT
2024,01/09/2024,County of Erath,1476.57,1476.57,A0426,CPT
2024,01/09/2024,County of Erath,15,15,A0425,CPT
2024,01/09/2024,County of Erath,1570.57,1570.57,A0427,CPT
2024,01/09/2024,County of Erath,1662.96,1662.96,A0434,CPT
2024,01/09/2024,County of Erath,1700.5,1700.5,A0433,CPT
2024,01/09/2024,County of Erath,310.5,310.5,A0398,HCPCS
2024,01/09/2024,County of Erath,52.5,52.5,A0382,HCPCS
2024,01/09/2024,County of Erath,75,75,A0998,HCPCS
2024,01/09/2024,Harker Heights Fire Department,1000,1000,A0433,CPT
2024,01/09/2024,Harker Heights Fire Department,150,150,A0998,CPT
2024,01/09/2024,Harker Heights Fire Department,18,18,A0425,CPT
2024,01/09/2024,Harker Heights Fire Department,750,750,A0428,CPT
2024,01/09/2024,Harker Heights Fire Department,750,750,A0429,CPT
2024,01/09/2024,Harker Heights Fire Department,850,850,A0426,CPT
2024,01/09/2024,Harker Heights Fire Department,850,850,A0427,CPT
2024,01/09/2024,Texas City Fire Department,17.25,17.25,A0425,CPT
2024,01/09/2024,Texas City Fire Department,795.8,795.8,A0428,CPT
2024,01/09/2024,Texas City Fire Department,795.8,795.8,A0429,CPT
2024,01/09/2024,Texas City Fire Department,864.8,864.8,A0426,CPT
2024,01/09/2024,Texas City Fire Department,864.8,864.8,A0427,CPT
2024,01/09/2024,Texas City Fire Department,910.8,910.8,A0433,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),125,125,A0422,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),125,125,A0998,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),1400,1400,A0428,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),1400,1400,A0429,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),1600,1600,A0426,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),1600,1600,A0427,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),1800,1800,A0433,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),200,200,A0382,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),23,23,A0425,CPT
2024,01/09/2024,Westlake Volunteer Fire Department (Houston),400,400,A0398,CPT
2024,01/10/2024,City of Morton,1200,1200,A0428,CPT
2024,01/10/2024,City of Morton,1300,1300,A0429,CPT
2024,01/10/2024,City of Morton,1400,1400,A0426,CPT
2024,01/10/2024,City of Morton,150,150,A0422,HCPCS
2024,01/10/2024,City of Morton,1600,1600,A0427,CPT
2024,01/10/2024,City of Morton,1600,1600,A0433,CPT
2024,01/10/2024,City of Morton,175,175,A0998,HCPCS
2024,01/10/2024,City of Morton,24,24,A0425,CPT
2024,01/10/2024,City of Morton,300,300,A0382,HCPCS
2024,01/10/2024,City of Morton,400,400,A0398,HCPCS
2024,01/11/2024,City of Sugar Land,1196,1435.2,A0428,CPT
2024,01/11/2024,City of Sugar Land,1196,1435.2,A0429,CPT
2024,01/11/2024,City of Sugar Land,130,156,A0422,CPT
2024,01/11/2024,City of Sugar Land,163.02,195.62,A0998,CPT
2024,01/11/2024,City of Sugar Land,1957,2348.4,A0426,CPT
2024,01/11/2024,City of Sugar Land,1957,2348.4,A0427,CPT
2024,01/11/2024,City of Sugar Land,2065.75,2478.9,A0433,CPT
2024,01/11/2024,City of Sugar Land,27.25,32.7,A0425,CPT
2024,01/11/2024,City of Sugar Land,364,436.8,A0382,CPT
2024,01/11/2024,City of Sugar Land,416,499.2,A0398,CPT
2024,01/11/2024,Concan Volunteer Fire Department Inc,1000,1000,A0429,CPT
2024,01/11/2024,Concan Volunteer Fire Department Inc,119,119,A0422,Oxygen
2024,01/11/2024,Concan Volunteer Fire Department Inc,1200,1200,A0427,CPT
2024,01/11/2024,Concan Volunteer Fire Department Inc,1800,1800,A0433,CPT
2024,01/11/2024,Concan Volunteer Fire Department Inc,200,200,A0382,BLS Disposab
2024,01/11/2024,Concan Volunteer Fire Department Inc,200,200,A0998,Treatment no
2024,01/11/2024,Concan Volunteer Fire Department Inc,24,24,A0425,CPT
2024,01/11/2024,Concan Volunteer Fire Department Inc,400,400,A0398,ALS Disposab
2024,01/11/2024,Hamlin Hospital District,1400,1400,A0428,CPT
2024,01/11/2024,Hamlin Hospital District,1400,1400,A0429,CPT
2024,01/11/2024,Hamlin Hospital District,150,150,A0422,HCPCS
2024,01/11/2024,Hamlin Hospital District,1600,1600,A0426,CPT
2024,01/11/2024,Hamlin Hospital District,1600,1600,A0427,CPT
2024,01/11/2024,Hamlin Hospital District,175,175,A0998,HCPCS
2024,01/11/2024,Hamlin Hospital District,1800,1800,A0433,CPT
2024,01/11/2024,Hamlin Hospital District,24,24,A0425,CPT
2024,01/11/2024,Hamlin Hospital District,350,350,A0382,HCPCS
